driverId,week,hours-logged,miles-logged
37,3,73,200
70,30,55,1600
26,1,67,900
87,32,56,2300
92,20,72,2600
52,28,80,1800
35,49,69,1900
66,38,54,600
62,11,58,900
54,14,76,3200
97,23,77,1900
72,29,53,3000
84,33,56,3000
55,49,51,1900
59,15,61,2600
68,49,75,1000
53,39,73,3800
90,46,80,3100
81,42,57,3100
94,12,54,2900
39,46,52,2600
68,4,57,2500
19,23,51,2100
27,3,63,1300
39,25,59,500
36,11,75,2600
62,48,62,1400
41,7,72,700
48,29,79,3900
70,34,77,3000
24,40,72,1300
99,27,77,3800
89,33,52,1700
31,39,66,4000
43,49,75,0
39,25,51,600
104,37,62,4000
24,36,60,2300
17,35,80,2400
89,5,55,1900
97,46,54,800
75,28,51,100
44,25,50,3500
10,8,68,2300
51,49,67,4000
76,33,53,100
53,47,51,1400
45,23,51,1500
27,15,58,1800
96,29,54,2600
80,23,53,900
11,20,58,2500
53,5,69,300
32,6,62,1300
103,49,58,2300
81,51,74,1600
50,33,66,300
21,22,54,700
37,40,53,3700
20,9,51,3300
80,27,68,300
99,38,51,2900
91,47,65,3900
66,5,77,2600
29,25,75,2700
57,44,62,1000
38,42,53,2400
95,5,73,1600
45,2,65,3700
64,11,71,300
50,30,57,900
41,28,53,1600
25,39,79,600
77,16,58,600
49,37,60,2000
90,24,51,300
38,34,74,3100
27,17,74,4000
107,7,74,3500
12,34,71,0
85,13,66,2300
38,8,50,900
89,11,78,500
30,45,59,3800
105,45,55,1600
92,31,53,1500
50,12,76,0
90,45,77,1700
46,15,63,1100
105,7,78,3400
60,22,79,1200
100,37,65,300
41,25,52,600
108,13,73,700
58,20,57,1400
17,2,61,3800
38,37,64,3500
109,47,58,700
84,3,75,2700
48,14,52,3200
10,35,67,3000
65,14,53,2700
27,35,80,3400
90,19,66,3000
98,33,64,500
37,16,78,100
37,34,71,3000
57,44,66,1100
108,50,74,2400
94,41,71,3200
93,16,74,3800
71,51,66,3500
109,15,53,1500
76,26,69,800
83,21,78,1400
77,35,54,1900
80,23,71,1100
66,32,75,500
67,23,66,1900
65,13,76,300
78,2,72,1200
76,1,55,3300
24,49,74,200
64,1,68,1900
18,40,79,500
46,38,67,1900
24,25,61,3400
97,25,76,2300
81,38,60,1200
74,26,50,1100
72,31,65,3600
88,24,68,1100
107,13,55,900
106,22,58,3600
86,22,51,800
36,39,75,300
71,27,65,4000
65,10,52,500
75,45,53,4000
67,4,71,0
17,37,62,2700
40,48,78,100
56,7,61,2500
57,9,68,1400
12,30,63,3000
80,31,70,2700
55,22,75,600
88,23,79,1800
26,22,70,600
18,25,53,1400
35,31,55,1400
15,45,51,1100
65,27,57,1100
64,49,72,3000
10,40,63,800
53,30,80,3400
30,7,58,3300
20,7,57,1600
58,13,63,700
83,52,70,800
11,24,80,3500
80,44,60,200
11,37,53,1700
16,41,71,200
15,6,51,800
52,42,80,3300
98,27,52,2600
32,44,67,3500
40,32,53,2700
73,50,72,3600
36,36,55,3800
11,24,78,1300
11,48,65,2700
11,15,70,1400
91,42,79,2800
58,28,66,3600
67,34,62,100
74,44,76,400
79,5,50,2500
92,16,66,3600
103,30,71,1900
70,13,73,1000
20,23,56,800
99,6,69,1200
16,30,75,3900
54,3,51,1500
66,50,71,1400
103,28,50,600
11,33,54,2400
50,40,61,1600
109,33,77,400
106,49,80,1700
108,12,70,3600
49,27,77,300
27,4,69,3200
63,27,53,2500
76,44,69,4000
16,12,60,3700
64,27,59,2600
84,28,69,600
70,38,64,1100
15,11,53,2300
43,7,52,3200
73,12,78,900
69,42,52,0
24,41,63,2000
47,50,52,2600
84,39,72,2000
68,16,61,3100
88,13,78,0
79,6,67,2500
37,8,61,400
29,32,65,2800
100,40,66,800
96,38,71,2900
71,10,56,3600
28,44,54,3900
80,14,63,1100
45,19,75,3200
56,32,51,4000
13,34,51,1400
58,3,56,2400
95,27,57,2700
105,1,64,3400
63,14,53,200
11,35,57,3400
76,1,59,600
12,38,78,500
48,33,80,2700
98,1,66,1000
37,17,75,800
97,45,55,1900
25,10,51,1400
34,14,66,1000
108,1,70,3100
54,27,79,300
81,19,80,900
67,6,64,3100
91,34,69,900
13,47,57,3900
81,10,58,1300
100,33,76,3200
75,6,71,1500
23,46,71,3600
18,3,54,1400
71,42,51,2300
70,30,80,600
47,44,79,700
37,20,51,1200
64,15,67,600
42,22,79,300
105,13,57,2600
65,28,68,1800
70,32,59,1600
33,7,77,200
17,15,63,2500
82,8,63,2600
39,42,76,2700
10,4,56,2700
46,17,74,2400
48,2,58,900
31,17,66,1900
62,47,70,400
55,24,76,600
106,27,62,300
108,18,70,3000
109,20,72,3200
79,24,78,200
44,27,60,1200
87,36,56,3900
93,49,58,4000
69,16,61,2800
14,51,79,1100
57,25,66,1800
62,17,54,1500
33,50,72,3100
21,31,57,3200
40,26,79,1800
37,1,55,3300
37,24,74,0
50,12,70,200
53,31,56,3600
27,39,72,800
38,33,78,1400
13,46,55,2500
86,7,58,3300
37,25,69,2200
67,28,62,3300
68,43,75,3700
90,34,51,1400
23,32,56,3200
93,16,75,600
58,26,68,3000
98,15,61,1900
68,1,55,1500
25,34,68,2700
23,8,58,2700
32,35,68,3500
88,47,51,3000
10,43,57,200
105,15,52,0
60,10,70,3100
40,6,64,2900
43,14,62,2400
72,44,67,2700
79,24,66,2300
43,11,72,3100
50,14,69,600
103,39,51,1800
56,38,53,400
97,44,51,100
80,47,69,1000
94,23,50,1600
106,46,53,0
71,33,61,1300
63,13,66,1900
64,22,54,200
97,4,77,3300
18,30,65,1400
81,3,63,2800
13,49,55,2000
68,42,75,1800
99,5,53,4000
87,49,58,300
12,8,65,400
68,33,69,1200
108,30,60,3400
45,41,69,2400
22,11,63,500
77,40,60,2500
60,36,80,3600
95,32,70,1800
75,31,72,400
34,25,57,3900
87,11,60,1500
56,18,53,1500
83,44,60,0
18,8,56,800
55,41,60,3200
63,34,62,1000
56,10,64,2800
65,48,74,3400
17,46,57,1400
94,15,61,1500
47,30,71,3600
41,52,70,1700
83,23,59,500
85,5,50,400
105,36,69,2000
36,46,52,600
62,16,74,500
37,44,55,1300
50,45,56,1800
35,34,52,1500
